output_prefix	name	motif_id	cluster	total_tfbs	cluster12_mean_score	cluster12_bound	cluster6_mean_score	cluster6_bound	cluster11_mean_score	cluster11_bound	cluster16_mean_score	cluster16_bound	cluster20_mean_score	cluster20_bound	cluster3_mean_score	cluster3_bound	cluster19_mean_score	cluster19_bound	cluster18_mean_score	cluster18_bound	cluster1_mean_score	cluster1_bound	cluster4_mean_score	cluster4_bound	cluster7_mean_score	cluster7_bound	cluster9_mean_score	cluster9_bound	cluster15_mean_score	cluster15_bound	cluster14_mean_score	cluster14_bound	cluster2_mean_score	cluster2_bound	cluster8_mean_score	cluster8_bound	cluster17_mean_score	cluster17_bound	cluster13_mean_score	cluster13_bound	cluster10_mean_score	cluster10_bound	cluster5_mean_score	cluster5_bound	cluster12_cluster6_change	cluster12_cluster6_pvalue	cluster6_cluster11_change	cluster6_cluster11_pvalue	cluster11_cluster16_change	cluster11_cluster16_pvalue	cluster16_cluster20_change	cluster16_cluster20_pvalue	cluster20_cluster3_change	cluster20_cluster3_pvalue	cluster3_cluster19_change	cluster3_cluster19_pvalue	cluster19_cluster18_change	cluster19_cluster18_pvalue	cluster18_cluster1_change	cluster18_cluster1_pvalue	cluster1_cluster4_change	cluster1_cluster4_pvalue	cluster4_cluster7_change	cluster4_cluster7_pvalue	cluster7_cluster9_change	cluster7_cluster9_pvalue	cluster9_cluster15_change	cluster9_cluster15_pvalue	cluster15_cluster14_change	cluster15_cluster14_pvalue	cluster14_cluster2_change	cluster14_cluster2_pvalue	cluster2_cluster8_change	cluster2_cluster8_pvalue	cluster8_cluster17_change	cluster8_cluster17_pvalue	cluster17_cluster13_change	cluster17_cluster13_pvalue	cluster13_cluster10_change	cluster13_cluster10_pvalue	cluster10_cluster5_change	cluster10_cluster5_pvalue
FOXA2_MA0047.3	FOXA2	MA0047.3	C_Foxj3	20923	3.83689	6056	2.94287	4607	2.42991	3753	0.68998	1036	3.78814	5944	0.14163	211	1.00164	1464	1.57051	2429	3.85962	6185	1.61883	2446	3.58179	5691	1.08873	1715	3.80598	5984	3.71381	5795	0.09099	149	3.89005	6152	3.87569	6135	2.02389	3169	1.38081	2111	1.6446	2517	-0.02195	4.38108E-44	0.1865	5.87049E-139	0.17558	4.90311E-128	-0.27403	1.81765E-151	0.05844	2.94491E-86	0.13601	4.95208E-99	-0.25385	1.62198E-145	-0.15049	1.36734E-130	0.17805	9.26761E-143	-0.1844	3.69063E-143	0.04604	2.28746E-79	-0.04291	3.70235E-79	-0.00616	1.50882E-14	-0.03729	2.41753E-67	0.02389	2.19722E-49	-0.02501	2.40163E-57	0.07899	6.79137E-104	0.20751	6.12883E-138	-0.12976	4.07466E-111
NHLH1_MA0048.2	NHLH1	MA0048.2	C_Ascl2	14438	5.0434	5400	3.78599	4063	4.47002	4920	1.99321	2132	4.99551	5336	0.46745	501	2.82148	3089	2.82211	3036	5.01393	5426	2.912	3093	4.67837	5022	1.69152	1787	4.93642	5316	4.84861	5213	0.16862	177	4.96341	5251	4.8646	5190	2.8836	3067	3.12347	3315	2.82959	2977	0.01731	3.75462E-40	-0.08018	5.71705E-94	0.07789	1.99333E-91	-0.01947	3.79591E-36	0.10594	5.04529E-105	-0.06817	1.13089E-79	0.00372	5.88347E-05	0.02638	8.20877E-51	0.00812	5.25125E-15	-0.01126	3.98893E-19	0.02736	1.08110E-46	-0.03132	3.26571E-53	-0.00504	2.06388E-07	0.14451	6.54067E-118	-0.14152	1.37058E-119	-0.00308	1.04317E-02	0.01788	1.47899E-32	-0.07703	1.39519E-95	0.06234	8.76395E-80
Irf1_MA0050.3	Irf1	MA0050.3	C_Irf1	37014	2.94356	7648	2.1472	5693	2.30896	6215	1.12359	3110	2.91129	7555	0.16167	439	1.32276	3574	1.21653	3128	2.9011	7548	1.64023	4472	2.71709	7158	0.83319	2327	2.92963	7637	2.84834	7477	0.07131	193	2.9816	7799	2.92045	7657	1.5102	4018	1.41785	3739	1.416	3678	0.00412	1.26213E-10	0.0244	3.84538E-59	-0.08052	5.63200E-109	0.07704	3.18803E-110	-0.15752	4.45076E-141	0.06988	6.33375E-98	0.03065	2.02883E-66	-0.05499	6.77233E-97	-0.04181	1.33003E-84	0.02527	5.72860E-63	-0.04328	1.19087E-86	0.04085	7.90178E-82	-0.00511	3.05275E-14	-0.21795	6.38837E-153	0.21859	4.76249E-154	0.00019	5.67310E-01	0.02966	3.06086E-68	0.02877	1.40757E-65	-0.01595	3.18076E-38
IRF2_MA0051.1	IRF2	MA0051.1	C_IRF2	16052	3.42492	3977	2.55291	2982	2.69222	3172	1.34161	1618	3.40057	3947	0.25595	303	1.72743	2082	1.53447	1748	3.39727	3917	1.89463	2236	3.18612	3752	0.9954	1205	3.39029	3990	3.30451	3870	0.10411	126	3.45387	4054	3.37238	3920	1.86572	2194	1.7025	1992	1.71948	1961	-0.004	9.78396E-02	0.03529	2.75224E-60	-0.06614	2.21178E-80	0.05116	2.65649E-80	-0.09144	1.02277E-99	0.02132	1.86519E-30	0.0478	2.03040E-60	-0.05368	1.17934E-83	-0.00115	6.60719E-01	-0.00775	2.29509E-12	-0.01362	1.94518E-23	0.00993	6.03455E-20	-0.01717	6.21386E-35	-0.1301	3.52955E-114	0.12876	3.62592E-120	0.0132	2.85069E-30	0.00957	5.41358E-20	0.04437	1.33893E-62	-0.0247	1.45450E-41
MEF2A_MA0052.4	MEF2A	MA0052.4	C_MEF2A	33124	2.38113	5204	1.72188	3815	2.00171	4829	0.62695	1478	2.35302	5142	0.08383	204	0.93416	2153	0.83934	1847	2.35215	5152	1.1573	2707	2.19443	4813	0.629	1558	2.34564	5121	2.26293	4927	0.05321	140	2.42104	5294	2.36365	5193	1.18158	2717	1.29029	3071	1.09488	2460	-0.008	1.47407E-18	-0.00796	3.08482E-28	0.06877	3.39431E-100	0.00394	5.78364E-14	-0.25412	3.96248E-166	0.10707	1.09604E-101	0.03485	4.14723E-63	-0.08554	5.55981E-113	0.00277	3.44230E-06	-0.02159	9.52858E-54	-0.09088	3.33033E-110	0.10697	1.38554E-127	0.00785	2.11852E-24	-0.37095	7.79063E-168	0.36188	2.01460E-180	-0.00019	2.00726E-01	0.01266	1.47744E-32	-0.0334	1.08536E-64	0.05473	2.72657E-87
MZF1_MA0056.2	MZF1	MA0056.2	C_MZF1	9966	4.11895	2999	3.00285	2174	3.39808	2542	1.51912	1104	4.02127	2934	0.36499	279	1.97002	1432	2.07125	1471	4.02675	2977	2.3485	1716	3.7887	2755	1.26827	937	4.07682	2951	4.03709	2943	0.13492	95	4.08852	2976	4.02291	2949	2.1939	1584	2.23444	1600	2.14399	1578	0.03213	4.08101E-51	-0.01564	2.51964E-17	0.01301	5.35981E-23	-0.00221	8.10452E-05	-0.02167	6.16704E-36	0.05919	1.52823E-55	-0.03734	3.52218E-50	-0.00132	7.27834E-01	-0.01539	2.55122E-29	0.00678	8.10291E-09	-0.00396	4.08495E-01	-0.00917	1.50007E-11	-0.01471	9.05773E-24	-0.02393	3.27486E-34	0.03067	6.82817E-53	0.00711	3.68167E-10	0.05476	8.61853E-70	-0.0233	1.18689E-31	0.0072	1.00117E-10
MAX_MA0058.3	MAX	MA0058.3	C_MNT	5703	6.29336	2590	4.75373	1939	4.9594	2082	2.85725	1204	6.08846	2542	0.74887	306	3.14454	1338	3.45141	1484	6.2172	2599	3.90007	1608	5.77314	2423	2.10559	884	6.16273	2538	6.14026	2569	0.22967	97	6.16148	2579	6.02991	2509	3.65044	1517	3.37017	1427	3.37086	1386	0.0108	1.95367E-07	0.04068	3.42800E-51	-0.08919	8.68558E-81	0.03596	1.88591E-47	0.16382	6.75905E-109	0.01071	4.81685E-08	-0.07455	1.79856E-67	-0.02277	4.98260E-32	-0.02725	1.54972E-35	0.04382	4.25961E-49	0.06388	8.96575E-67	-0.08578	6.36730E-79	-0.02393	9.38993E-33	0.30931	1.20060E-140	-0.2804	9.01288E-125	-0.00246	8.89640E-02	0.01165	7.69857E-13	0.05279	7.03776E-56	-0.03378	1.86225E-41
MAXMYC_MA0059.1	MAX::MYC	MA0059.1	C_MNT	7145	5.63139	2945	4.23055	2214	4.26635	2283	2.26392	1183	5.48499	2867	0.568	295	2.63892	1427	2.83417	1530	5.54141	2925	3.20338	1662	5.15397	2740	1.74598	911	5.48649	2888	5.41306	2850	0.20684	116	5.52281	2944	5.36823	2840	3.09163	1610	2.81543	1512	2.91371	1484	0.02102	3.40375E-34	0.05144	2.74071E-64	-0.03195	1.37738E-40	-0.0285	1.62199E-42	0.15434	4.53467E-111	-0.01118	2.35650E-09	-0.06972	4.73764E-64	-0.08307	1.93296E-81	0.02813	4.77675E-39	-0.01378	6.81522E-18	0.08798	4.78707E-88	-0.09993	5.08715E-94	-0.01187	1.92829E-17	0.19721	1.97930E-116	-0.20928	1.18036E-117	0.00825	4.02587E-08	0.05387	2.63826E-65	0.06519	1.25178E-72	-0.06272	3.65112E-69
NFYA_MA0060.3	NFYA	MA0060.3	C_NFYA	10244	7.30346	4938	5.88421	4044	6.67092	4517	3.89636	2834	7.2742	4929	1.37778	1035	4.88801	3485	4.96695	3528	7.48815	5042	4.87285	3416	6.93781	4750	2.78709	2086	7.18969	4920	6.93785	4800	0.38974	286	7.07504	4867	7.13505	4873	4.78233	3425	5.13714	3609	4.40465	3109	-0.04656	8.99562E-67	-0.01042	1.12807E-18	-0.05332	1.20702E-67	0.07697	2.25325E-92	0.07365	1.13348E-83	-0.05654	3.33358E-68	-0.05544	1.39775E-64	0.10882	6.15337E-99	-0.04393	3.64105E-70	0.04757	8.99090E-65	0.0231	1.56013E-41	-0.02166	1.92327E-39	0.0013	3.62604E-02	0.31491	6.06300E-145	-0.32447	1.50533E-145	-0.00924	5.01081E-16	-0.08087	8.49609E-87	-0.02134	4.21140E-38	0.06942	2.31973E-78
GABPA_MA0062.3	GABPA	MA0062.3	C_Erg	34517	4.07584	10228	3.08573	7867	3.81384	10009	2.40377	6325	4.04164	10149	0.50191	1260	3.39944	9096	2.22381	5726	4.00061	10269	2.87839	7381	3.74279	9499	1.34476	3466	4.06745	10373	4.04298	10344	0.13484	357	4.025	10145	3.92871	9925	2.28088	5738	2.76415	7216	2.65183	6745	0.00031	3.58651E-01	-0.12557	3.94704E-132	-0.16016	1.04708E-138	0.25212	9.09476E-165	-0.04118	1.60204E-80	-0.19839	5.26122E-143	0.29839	3.78580E-163	0.05276	8.84494E-95	-0.20194	2.09778E-149	0.18928	9.06392E-146	-0.00445	1.47558E-07	-0.01527	3.00084E-44	-0.03121	2.19755E-78	0.07901	9.97827E-109	-0.04881	4.00237E-86	0.01753	5.09538E-50	0.00503	8.97681E-10	-0.1463	1.00258E-131	0.0022	4.63455E-04
NKX2-5_MA0063.2	NKX2-5	MA0063.2	C_NKX2-5	8681	3.4151	2120	2.53458	1616	2.6321	1662	1.13543	722	3.34553	2059	0.23344	150	1.39463	872	1.44964	920	3.35793	2121	1.7575	1109	3.15429	1959	0.97936	626	3.44847	2166	3.3403	2091	0.0889	57	3.44957	2141	3.38401	2166	1.80278	1136	1.66115	1048	1.64073	1035	-5e-05	2.49638E-01	0.05097	1.44874E-62	0.00568	1.40742E-05	-0.02423	2.66328E-38	-0.07284	3.64531E-77	0.09324	1.78059E-71	-0.05527	1.86509E-64	-0.07759	2.53975E-80	0.02233	1.16176E-34	-0.03562	5.26381E-47	-0.01238	1.40878E-20	0.00634	3.35906E-08	0.00126	9.29211E-02	-0.11625	8.53629E-97	0.10732	1.38653E-96	0.00356	1.69211E-03	0.03702	2.33324E-56	0.04544	5.06093E-45	-0.01032	2.45233E-12
PpargRxra_MA0065.2	Pparg::Rxra	MA0065.2	C_Pparg::Rxra	32399	5.13717	12628	3.93944	9454	3.27632	7952	1.36184	3232	5.03716	12254	0.26403	606	1.86312	4411	2.03418	4798	5.10772	12625	2.51874	6054	4.74716	11556	1.5729	3808	5.06389	12463	4.97483	12112	0.14902	365	5.16503	12657	5.0788	12474	2.82216	6701	1.86563	4388	2.43386	5834	0.00678	7.45977E-19	0.18206	5.81076E-151	0.08806	6.50900E-113	-0.22981	3.75024E-158	0.21474	2.76366E-158	-0.022	1.09663E-43	-0.07608	6.83448E-100	-0.22254	1.33641E-157	0.11515	1.00036E-128	-0.11318	5.79402E-131	0.07997	1.85540E-110	-0.09205	3.86386E-120	-0.01313	7.35816E-39	0.14756	3.72014E-141	-0.17044	1.96652E-146	0.00576	7.34495E-16	0.07778	1.60638E-112	0.24905	9.68987E-159	-0.21143	2.81500E-148
PPARG_MA0066.1	PPARG	MA0066.1	C_PPARG	10065	4.32223	3267	3.21942	2425	3.06481	2289	1.22635	919	4.24743	3180	0.21085	150	1.60056	1170	1.82645	1336	4.224	3203	2.19368	1674	4.00326	3046	1.30289	984	4.30486	3290	4.28777	3244	0.12973	97	4.36862	3259	4.26911	3247	2.32339	1675	1.81466	1334	2.00013	1495	0.02189	6.04715E-35	0.08963	1.99676E-91	0.07003	9.30435E-81	-0.13604	1.95072E-106	0.10319	7.00389E-95	0.03273	9.45072E-31	-0.09163	5.09606E-82	-0.12618	6.81498E-106	0.06085	5.07988E-75	-0.0754	4.59132E-84	0.04517	8.48572E-63	-0.05701	1.01580E-70	-0.0221	5.42755E-34	0.04967	1.96061E-69	-0.04286	4.22596E-62	0.00321	1.67794E-02	0.05891	3.05475E-75	0.14811	5.51236E-107	-0.09858	7.43782E-89
PAX2_MA0067.2	PAX2	MA0067.2	C_PAX2	3357	5.91024	1410	4.51221	1081	5.37443	1302	2.92549	735	5.81694	1385	0.82341	206	3.78886	954	3.59824	848	5.89997	1395	3.73999	932	5.49526	1297	1.97346	483	5.71743	1371	5.55953	1321	0.21347	59	5.70433	1352	5.65452	1365	3.55125	849	3.82714	937	3.48601	852	0.02285	5.56558E-22	-0.07928	7.54055E-67	-0.06617	6.98260E-46	0.11741	4.05437E-76	0.07049	7.23435E-60	-0.08497	1.09490E-55	0.03936	1.12360E-34	0.06798	3.38681E-60	-0.04244	2.52853E-44	0.04594	5.07090E-42	0.04664	1.93097E-43	-0.04945	6.07783E-46	-0.00079	9.55104E-01	0.1655	3.30191E-100	-0.1975	6.91157E-103	-0.01116	1.34742E-05	-0.02047	4.50319E-16	-0.08006	1.66828E-60	0.06062	6.04031E-53
PAX4_MA0068.2	PAX4	MA0068.2	C_HOXB3	3541	2.70403	650	2.01197	501	2.55569	681	0.74333	194	2.73686	683	0.15216	40	1.0145	248	1.09989	268	2.7359	670	1.31757	330	2.573	647	0.77424	202	2.69592	637	2.61839	617	0.07334	20	2.83285	697	2.71831	669	1.37965	346	1.72914	477	1.30194	306	-0.01424	7.28639E-13	-0.08652	3.51687E-68	0.15992	2.77903E-93	-0.0378	2.66319E-34	-0.19778	9.39251E-98	0.19858	1.03760E-83	-0.04736	2.12271E-36	-0.06071	4.95971E-50	0.03142	2.66025E-29	-0.0563	5.25970E-46	-0.05147	1.77914E-44	0.06587	4.34510E-54	-0.00317	8.56828E-01	-0.26558	3.87714E-116	0.24222	2.27829E-106	0.00339	9.84943E-05	0.05795	7.30595E-53	-0.13532	1.49855E-81	0.14238	1.77129E-81
PAX6_MA0069.1	PAX6	MA0069.1	C_PAX6	5653	3.5505	1466	2.62808	1114	2.75697	1163	1.13226	465	3.47204	1415	0.20189	88	1.44781	628	1.5326	615	3.50972	1458	1.879	780	3.38942	1394	1.07111	462	3.53772	1441	3.4796	1420	0.1117	45	3.59155	1461	3.57969	1500	1.88963	786	1.66604	689	1.71807	688	0.00532	5.18948E-03	0.03959	5.76705E-46	0.0487	6.22494E-49	-0.04541	4.98661E-50	-0.06185	5.65873E-65	0.04948	9.53724E-33	-0.05899	1.92744E-55	-0.08834	1.13928E-78	0.02973	1.22469E-42	-0.05841	6.90855E-62	0.01963	1.40735E-17	-0.00921	7.42230E-09	-0.00477	1.21191E-04	-0.0914	3.03088E-79	0.1001	1.96895E-80	-0.01355	1.09732E-08	0.04768	9.81537E-53	0.07012	3.89460E-65	-0.02959	8.62186E-24
PBX1_MA0070.1	PBX1	MA0070.1	C_PBX1	8426	3.78142	2284	2.90583	1792	2.51288	1538	1.03857	625	3.76094	2293	0.23573	138	1.32565	801	1.6175	985	3.78451	2357	1.83511	1105	3.54707	2189	1.13807	704	3.70291	2293	3.60056	2211	0.11191	70	3.82759	2335	3.78227	2379	2.03152	1273	1.43112	842	1.67732	1012	-0.01073	2.29307E-13	0.17025	1.63017E-118	0.04052	2.09145E-48	-0.1472	3.84096E-111	-0.00523	1.14747E-03	0.10699	8.34023E-73	-0.16484	4.81361E-102	-0.14045	3.60785E-104	0.10294	2.06287E-93	-0.1012	1.71648E-89	0.02205	1.95547E-27	-0.00891	1.81611E-11	-0.00712	8.60643E-11	-0.0872	6.59376E-79	0.06743	1.81652E-82	-0.00947	9.54498E-10	0.05663	1.50411E-70	0.23507	4.38633E-120	-0.16006	5.85724E-107
RORA_MA0071.1	RORA	MA0071.1	C_RORA	14471	4.05226	4424	3.0603	3352	2.85044	3148	0.92339	980	4.0006	4402	0.16644	160	1.37821	1435	1.4761	1555	3.99532	4420	1.89415	2016	3.80043	4176	1.15022	1248	4.14624	4511	4.07794	4533	0.11007	120	4.19002	4594	4.0809	4510	2.1077	2267	1.70686	1822	1.87504	1976	0.0074	7.35301E-12	0.0924	5.94394E-106	0.15903	2.77148E-117	-0.20962	8.18824E-140	0.09808	3.30279E-111	0.01957	6.71404E-22	-0.06399	9.21321E-79	-0.21327	4.32417E-135	0.11376	5.29336E-116	-0.12613	2.32354E-113	0.06595	7.35923E-86	-0.08756	6.19746E-100	-0.01345	1.02072E-23	0.05677	9.52788E-80	-0.05643	9.59762E-79	0.01045	1.58389E-23	0.10081	8.11600E-103	0.11867	7.86300E-108	-0.09074	2.96570E-90
RORA_MA0072.1	RORA	MA0072.1	C_RORA	11612	3.67994	3154	2.80868	2430	2.74825	2419	0.92629	798	3.60271	3111	0.16225	140	1.26029	1065	1.40324	1183	3.66062	3165	1.77961	1543	3.41076	2964	1.09262	982	3.78775	3256	3.6579	3158	0.09523	86	3.83672	3302	3.70343	3185	1.93431	1617	1.66143	1450	1.71841	1464	-0.01473	3.98658E-26	0.08001	3.61263E-93	0.11907	3.00461E-102	-0.13552	1.70534E-109	0.00972	9.43591E-12	0.07851	6.05941E-65	-0.08405	5.30140E-83	-0.16847	1.51376E-120	0.07356	1.67968E-90	-0.07588	3.76005E-84	0.00703	5.88578E-09	-0.03357	1.16511E-51	0.01154	3.02888E-19	-0.03858	2.93289E-56	0.02269	1.21479E-36	0.00972	5.18363E-16	0.07873	4.11071E-90	0.08452	6.62475E-89	-0.0483	6.65758E-62
RREB1_MA0073.1	RREB1	MA0073.1	C_RREB1	27943	4.57461	9230	3.51522	7117	3.88361	8009	1.94106	3996	4.59059	9173	0.55286	1128	2.56481	5352	2.61835	5388	4.58335	9263	2.7589	5580	4.27111	8604	1.57181	3255	4.4833	9036	4.36603	8763	0.16654	356	4.48783	9034	4.39753	8828	2.66394	5372	2.62384	5294	2.56379	5134	-0.01521	5.42491E-41	-0.01223	4.96484E-36	-0.03502	2.08380E-70	0.04214	1.37807E-78	-0.01573	2.33316E-47	0.04475	4.33997E-71	-0.01902	2.43930E-43	0.05449	2.26466E-91	-0.03717	3.53957E-80	0.03202	8.20070E-70	-0.02454	6.51243E-56	0.03051	3.96042E-67	-0.00096	5.23564E-01	0.03	7.64693E-68	-0.02329	1.92572E-57	0.00766	4.63164E-21	-0.02941	3.96530E-66	0.00015	2.07926E-01	-0.0097	4.96264E-26
RXRAVDR_MA0074.1	RXRA::VDR	MA0074.1	C_RXRA::VDR	7204	4.41065	2371	3.29029	1764	3.20833	1721	1.3091	679	4.32084	2308	0.27059	145	1.81438	956	1.99767	1064	4.35082	2375	2.24221	1179	4.08211	2205	1.34812	718	4.3505	2347	4.26482	2296	0.13983	74	4.37726	2362	4.36057	2349	2.35374	1233	1.96246	1042	2.12998	1129	0.01572	3.92558E-23	0.09136	1.08846E-90	0.06522	7.29028E-72	-0.13239	4.16425E-103	0.08401	2.57333E-80	0.02088	1.72953E-18	-0.06624	7.15519E-65	-0.09935	1.08236E-83	0.07117	5.80254E-77	-0.076	6.29447E-79	0.03664	1.32887E-44	-0.05511	4.19798E-66	0.00233	1.19799E-02	0.04055	6.33468E-47	-0.03919	3.22598E-53	-0.01698	9.50888E-25	0.07773	1.98648E-81	0.10518	1.74255E-86	-0.08628	7.00613E-78
PRRX2_MA0075.3	PRRX2	MA0075.3	C_ESX1	5894	2.70267	1088	1.99068	795	2.56531	1110	0.77828	327	2.70276	1107	0.16698	70	1.12306	463	1.25321	514	2.70928	1090	1.3199	542	2.49511	1011	0.79159	358	2.75049	1109	2.57651	1032	0.08707	43	2.68943	1094	2.69211	1065	1.41665	590	1.88565	873	1.28832	508	-0.00602	3.73981E-04	-0.08979	1.12145E-77	0.13283	2.59676E-91	-0.00538	5.27748E-03	-0.21352	4.57318E-112	0.1427	1.64750E-79	-0.07324	4.17084E-58	-0.00426	1.11876E-01	0.0317	1.29984E-35	-0.04321	2.83592E-50	-0.08791	7.09761E-74	0.0784	5.22066E-72	0.02889	5.74171E-37	-0.27696	9.06281E-126	0.2824	1.51750E-126	-0.0162	3.64172E-21	0.01892	1.76024E-23	-0.15877	7.61492E-102	0.19867	2.81808E-110
ELK4_MA0076.2	ELK4	MA0076.2	C_ETS1	17098	6.60144	8002	5.18602	6446	6.50358	8230	4.22283	5432	6.56707	7985	1.36346	1713	5.56652	7181	4.42299	5617	6.57545	8125	4.92497	6068	6.0557	7382	2.45562	3094	6.42306	7808	6.27898	7724	0.28205	344	6.38324	7777	6.31196	7705	4.17562	5169	5.12676	6513	4.42435	5520	-0.02728	1.47114E-54	-0.18606	1.95196E-137	-0.18326	1.67190E-135	0.3245	1.78690E-160	0.0144	2.49293E-29	-0.11943	1.50930E-110	0.23474	3.90909E-142	0.19339	3.96403E-135	-0.22689	1.61746E-142	0.23197	2.99749E-144	0.0092	3.26652E-20	-0.02294	7.14075E-46	-0.02301	2.33126E-49	0.3422	1.73581E-161	-0.34488	8.71990E-160	0.00873	8.68511E-17	-0.08076	3.29415E-99	-0.22453	8.55796E-142	0.11943	8.77262E-111
SOX9_MA0077.1	SOX9	MA0077.1	C_SOX8	8552	3.3156	2053	2.4916	1552	2.10221	1276	0.93653	579	3.26897	2009	0.17176	106	2.08489	1383	1.67428	1065	3.28061	2030	1.72162	1078	3.04096	1907	0.97313	633	3.18981	1971	3.1428	1906	0.07749	51	3.28817	2075	3.25374	2051	1.7515	1069	1.0813	637	1.78105	1112	-0.01102	6.48181E-15	0.17656	3.18463E-117	-0.04458	2.52821E-58	-0.06509	5.99469E-71	-0.06242	4.98775E-67	-0.2137	3.79908E-108	0.08673	6.31422E-78	0.01692	8.42460E-25	0.01975	7.33925E-35	-0.01782	5.01410E-27	-0.01666	5.39226E-23	0.03154	6.59578E-46	-0.01943	1.25132E-26	-0.13498	7.23027E-103	0.12619	1.00481E-103	-0.0123	1.78470E-18	0.0309	7.37484E-46	0.25935	6.71920E-122	-0.32255	2.92384E-133
Sox17_MA0078.2	Sox17	MA0078.2	C_SOX8	14019	3.36083	3383	2.48729	2507	2.28826	2315	1.02476	1077	3.33908	3394	0.19121	186	2.01242	2191	1.65392	1705	3.31847	3380	1.74685	1792	3.10699	3199	0.95871	999	3.32493	3399	3.23499	3240	0.08559	88	3.33697	3408	3.31582	3350	1.80002	1813	1.29663	1301	1.81289	1891	0.00346	1.69106E-02	0.11033	3.61080E-107	-0.03369	3.12564E-53	-0.04582	3.64172E-73	-0.05114	4.92060E-74	-0.15588	8.88690E-111	0.09918	9.40799E-95	0.00169	2.10139E-02	0.01139	4.56707E-23	-0.02863	3.21858E-48	-0.0055	2.34235E-06	0.00661	6.69463E-06	0.00165	6.17537E-01	-0.12092	2.01590E-110	0.11105	9.62795E-102	-0.00623	7.62960E-09	0.02516	2.26808E-45	0.17185	1.92534E-115	-0.22825	5.07860E-131
SP1_MA0079.5	SP1	MA0079.5	C_KLF4	52588	8.29915	29285	6.76663	24411	8.10196	29948	4.90602	18889	8.32638	29410	1.66613	6409	6.43827	24630	6.15043	23146	8.39428	29745	5.96639	21880	7.74078	27750	3.36963	12756	7.99825	28538	7.71746	27688	0.4067	1548	7.83023	27959	7.86838	28015	5.52729	20302	6.35559	23972	5.5011	20219	-0.08204	5.13583E-119	-0.14106	3.93660E-153	-0.12291	6.35208E-143	0.24228	3.15133E-173	0.08665	3.88744E-130	-0.08347	1.61107E-120	0.05259	6.89627E-107	0.31984	3.98920E-192	-0.16392	6.44766E-160	0.17261	4.18878E-157	-0.03569	3.20938E-90	0.04094	7.71459E-98	0.00641	6.71496E-24	0.37025	6.65202E-189	-0.38198	2.58691E-192	-0.02042	5.39979E-64	-0.14234	8.08147E-145	-0.18843	1.45567E-163	0.14284	2.46653E-146
Spi1_MA0080.6	Spi1	MA0080.6	C_Spi1	45057	3.55333	11469	2.66142	8692	3.29312	11156	2.40939	8328	3.51738	11312	0.39906	1310	2.53955	8825	1.90298	6295	3.52169	11505	2.65056	8875	3.29756	10725	1.14761	3898	3.54444	11551	3.4892	11398	0.11616	383	3.53331	11446	3.45146	11231	1.99114	6451	2.32178	7848	2.12942	6977	-0.00418	3.77160E-12	-0.1001	5.68814E-124	-0.27413	4.83520E-169	0.34185	6.28005E-182	-0.11857	3.63864E-131	-0.08353	4.41838E-110	0.18725	2.44520E-149	0.05027	3.74267E-97	-0.23282	2.39167E-170	0.2202	1.26683E-160	-0.03787	1.55193E-82	0.03034	3.33837E-72	-0.01294	3.91052E-41	-0.05296	1.37034E-101	0.06828	3.16351E-109	0.01304	2.82011E-46	-0.01001	1.16786E-32	-0.10921	6.12400E-126	0.03228	1.91691E-77
SPIB_MA0081.2	SPIB	MA0081.2	C_Spi1	38635	3.64082	10083	2.76491	7737	3.37971	9789	2.62049	7774	3.6441	10108	0.43444	1226	2.65072	7852	1.95751	5594	3.61742	10079	2.82111	8148	3.40422	9480	1.21579	3520	3.63816	10195	3.60303	10101	0.12419	353	3.6431	10145	3.56384	9951	2.05861	5757	2.37154	6861	2.22793	6248	-0.01183	1.36071E-36	-0.09463	5.36448E-125	-0.3104	1.05421E-170	0.36658	1.05808E-184	-0.10317	8.18183E-122	-0.08714	5.82155E-110	0.20276	1.19635E-149	0.04632	4.20538E-93	-0.26657	8.95805E-170	0.24845	1.03872E-161	-0.03809	8.05089E-83	0.03248	1.43392E-77	-0.01825	1.06230E-52	-0.03215	1.67424E-70	0.04079	4.26913E-80	0.01149	6.19123E-39	-0.01031	3.34484E-31	-0.1018	2.09728E-122	0.01637	2.34768E-41
SRF_MA0083.3	SRF	MA0083.3	C_SRF	4635	3.69228	1242	2.79124	935	3.04241	1062	1.21354	408	3.65591	1226	0.24719	100	1.43595	479	1.52493	501	3.67357	1238	2.0039	664	3.41313	1144	1.10859	391	3.74042	1246	3.54118	1198	0.11764	39	3.68042	1245	3.73842	1277	1.92816	647	2.0533	695	1.72658	596	-0.00455	1.00440E-03	-0.00322	1.26465E-01	0.0586	2.10393E-52	-0.04024	2.41498E-39	-0.00632	8.22930E-06	0.1039	1.27818E-63	-0.06753	9.18885E-56	-0.11157	1.69446E-86	0.01419	1.05871E-14	-0.01531	1.27947E-12	-0.0139	4.67538E-08	-0.01178	2.81275E-10	0.0183	1.24061E-19	-0.05711	7.22532E-57	0.06335	1.57598E-63	-0.03137	5.84135E-34	0.07396	9.67155E-68	-0.00782	6.39783E-04	0.05353	1.33406E-46
