TF	cluster12	cluster6	cluster11	cluster16	cluster20	cluster3	cluster19	cluster18	cluster1	cluster4	cluster7	cluster9	cluster15	cluster14	cluster2	cluster8	cluster17	cluster13	cluster10	cluster5
OLIG2_MA0678.1	0.7473836064308801	0.49299421909473956	0.5754258296293354	-0.6733890682362421	0.7782017959336454	-2.8012945939765	-1.2659815933348813	-1.1309677474677424	0.8315757480940588	-0.008711048970795518	0.8795920556179065	-0.38805439027143923	0.8911089039601758	0.6982366755124237	-1.0546081898395931	0.9626964160748632	0.9566816406939532	0.14909006433421734	-0.30499066881428777	-0.33498965446472634
ONECUT1_MA0679.2	0.826683588392188	0.7657275601227296	-0.5160911352719137	-1.644035836398884	0.8496982825932654	-2.2157778734381943	-1.4162558637301843	-0.05445570039472285	0.9264997412401058	-0.3492943142465447	0.8345152707359677	0.2969462231423341	0.7598434636471978	0.6063253572490771	-0.6352016324595705	0.8739790505180484	0.9908228422733703	0.6109314952639914	-1.3665831650633056	-0.14427735417494747
Pax7_MA0680.2	0.840893117263152	0.7009416891520022	-0.2621599512335458	-1.484244721897741	0.8656264634408284	-2.421701316191991	-1.4186142029001467	-0.24242220356031732	0.9878612896986926	-0.3299345769332637	0.8067001951627027	0.20476661446830907	0.8686741469933832	0.6796236022546097	-0.8190438523494384	0.8767640651381288	1.0022247204407735	0.49047638833699575	-1.0336150514165627	-0.3128164158665681
PHOX2B_MA0681.2	0.8569489722709897	0.7075031340223159	0.1637282485141317	-1.4748286822997192	0.8835609690146387	-2.512190206731903	-1.2976427431094728	-0.6780444659303185	0.8868220940352919	-0.33752183800101576	0.8176209831924044	-0.14726440584232425	0.8381267137290023	0.7065159621073028	-0.9586976477439254	0.9947700804725247	1.0482356621524065	0.36624328519820815	-0.533956898461928	-0.3299292165885993
PITX1_MA0682.2	0.6527335217563869	0.22576489962275686	0.12024544050385091	-1.721268786652192	0.8104237534233344	-2.4609791732706463	-1.4694071742970243	-0.8994704343441364	0.7807614842184283	-0.3759060177905248	0.6171659481581685	0.09493048610082781	0.6096260624776932	0.6698558242515495	1.450685726860317	0.5726897661463755	0.8110700922974747	0.40817497771905753	-0.7977537100074925	-0.09934268717421905
POU4F2_MA0683.1	0.7420950418238101	0.6682512361705826	-0.015532048704359145	-1.544758708541774	0.8297940377464469	-2.717901482837301	-1.3991747336986016	-0.2523721543289464	0.8474844155558078	-0.39810723072639986	0.828791547184678	0.15818624755526783	0.8669739083796266	0.6875633239810746	-0.4368989659236927	0.9285057812665637	0.9950442089007493	0.23202081596594207	-0.7211067434524364	-0.2988584963170552
RUNX3_MA0684.2	0.7200554210385329	0.4954658253199542	0.24965248391167325	0.18621959034346597	0.5624359036175245	-2.0184530666507383	-1.7349877794649253	-0.8110898275002582	0.677663395500669	0.42238524406857664	0.7992748235009774	-0.5076292604574589	0.8079581848760085	0.8842379092032292	-2.217936890697841	0.9958623582053748	0.9430278663946772	0.25020536254326886	-0.33329537529156533	-0.37105216846110056
SP4_MA0685.2	-0.7883530691744224	-0.5107450698445584	-0.12491596480514128	1.1238488597513372	-0.7627627819758498	3.0464247189825664	0.9737293189274489	0.6879209000359399	-0.735977722519706	0.1356420819480468	-0.7910618180036489	0.138010875034488	-0.8848912763296555	-0.9399234646412484	0.7724596159689678	-0.9652060291030183	-0.9048940204869513	-0.1155649033735535	0.5622917389243162	0.08396801068465436
SPDEF_MA0686.1	-0.7144941225127724	-0.5919038520743726	0.0801108880545317	1.1614553518059336	-0.6838237785101704	2.849619232578422	1.7844797007173263	0.3499620526184472	-0.7232123397763104	0.19446622476666056	-0.813569097163531	-0.3267981417720557	-0.7741663412199028	-0.8164822277170453	0.08340473114962896	-0.8805990288281462	-0.848430285440515	-0.32138962812556165	0.8091338346822438	0.18223682676718472
SPIC_MA0687.1	-0.39341104674978106	-0.44350806648824614	0.0647569265196407	3.728451510036668	-0.3667988639423617	-0.3516697311836923	0.9295920191986762	-0.535474764282795	-0.424030947726662	1.246754171808796	-0.39030878072590647	-0.6569671122889622	-0.35474135525403583	-0.3529457398559462	-0.4175027017484988	-0.37268401028332654	-0.3933970470288381	-0.5439730293646728	-0.009327796435196453	0.03718636579513454
